"","TAGA","TAGB","MeetingTree","MeetingDate","prop_A_vis_B","prop_A_first","n_shared_trees","n+shared_new_trees","A_future_trees","min_nights"
"29","4448","4441","Mulberry_734",2018-05-25,0,0,1,0,6,"yes"
"30","4445","4442","None",2018-04-19,0,0.5,2,0,22,"no"
"31","4444","4442","None",2018-04-21,0.06,0,2,1,16,"no"
"32","4442","4444","None",2018-04-21,0,1,2,0,7,"yes"
"33","4445","4444","None",2018-04-19,0.09,0.5,8,2,22,"yes"
"34","4440","4444","None",2018-04-18,0,0.17,6,0,19,"yes"
"35","4429","4444","Mulberry_755",2018-04-25,0,1,1,0,7,"yes"
"36","4442","4445","None",2018-04-19,0.05,0.5,2,1,21,"no"
"37","4444","4445","None",2018-04-19,0.15,0.5,8,3,20,"yes"
"38","4440","4445","None",2018-04-19,0.12,0.25,4,3,26,"yes"
"39","4432","4446","Mulberry_655",2018-06-11,0,0,1,0,2,"yes"
"40","4455","4446","Mulberry_655",2018-06-07,0,0,1,0,8,"yes"
"41","4439","4446","Mulberry_655",2018-06-07,0,1,1,0,14,"yes"
"42","4440","4449","None",2018-05-05,0,1,3,0,5,"yes"
"43","4429","4449","Mulberry_755",2018-05-05,0,1,2,0,5,"no"
"44","4424","4449","Mulberry_706",2018-05-09,0,1,2,0,7,"yes"
"45","4452","4449","Mulberry_734",2018-05-10,0,0,1,0,12,"yes"
"46","4453","4449","Mulberry_734",2018-05-05,0,1,1,0,14,"yes"
"47","4449","4452","Mulberry_734",2018-05-10,0,1,1,0,11,"yes"
"48","4453","4452","Mulberry_734",2018-05-07,0.08,0.5,2,1,13,"yes"
"49","4440","4453","None",2018-05-04,0,1,1,0,4,"no"
"50","4449","4453","Mulberry_734",2018-05-05,0,0,1,0,15,"yes"
"51","4452","4453","Mulberry_734",2018-05-07,0,0.5,2,0,20,"yes"
"52","4419","4453","None",2018-05-11,0,0,1,0,21,"no"
"53","4440","4454","None",2018-05-04,0,1,2,0,4,"no"
"54","4424","4454","Mulberry_731",2018-05-04,0,0,1,0,27,"no"
"55","4432","4455","Mulberry_655",2018-06-11,0,0,1,0,2,"yes"
"56","4446","4455","Mulberry_655",2018-06-07,0,1,1,0,4,"yes"
"57","4439","4455","Mulberry_655",2018-06-07,0,1,1,0,14,"yes"
"58","4579","4576","None",2018-03-14,0,0,1,0,14,"no"
"59","4577","4576","None",2018-03-17,0,0,2,0,48,"no"
"60","4579","4577","None",2018-03-16,0,1,3,0,3,"yes"
"61","4577","4579","None",2018-03-16,0.04,0,3,2,53,"no"
"62","5017","4978","None",2018-06-30,0,1,1,0,5,"no"
"63","5018","4978","unknown_94",2018-06-28,0,0.5,2,0,23,"no"
"64","5013","4978","None",2018-06-30,0,1,1,0,27,"no"
"65","5016","4978","None",2018-06-30,0,1,1,0,27,"no"
"66","5019","4978","None",2018-06-30,0,1,1,0,13,"no"
"67","5022","5011","None",2018-07-02,0,1,1,0,4,"no"
"68","5018","5011","None",2018-07-03,0,1,1,0,4,"no"
"69","5015","5011","None",2018-07-03,0,1,2,0,11,"no"
"70","4978","5013","None",2018-06-30,0,0,1,0,11,"no"
"71","5017","5013","unknown_331",2018-06-28,0,0.5,2,0,11,"yes"
"72","5022","5013","Ficus religiosa_19",2018-06-30,0.1,1,4,1,10,"no"
"73","5018","5013","unknown_331",2018-06-28,0,0.8,5,0,23,"yes"
"74","5016","5013","Ficus religiosa_17",2018-06-29,0,0.5,6,0,29,"yes"
"75","5021","5013","Ficus religiosa_19",2018-06-30,0,1,1,0,22,"no"
"76","5015","5013","None",2018-06-29,0,0.4,5,0,20,"yes"
"77","5019","5013","Ficus religiosa_17",2018-06-29,0.05,0.5,4,1,22,"yes"
"78","5017","5015","None",2018-06-29,0,0,1,0,2,"no"
"79","5022","5015","None",2018-06-28,0,0,3,0,18,"no"
"80","5011","5015","None",2018-07-03,0,0,2,0,4,"yes"
"81","5018","5015","Mulberry_768",2018-06-29,0.08,0.25,4,1,13,"yes"
"82","5013","5015","None",2018-06-29,0.03,0.6,5,1,37,"yes"
"83","5016","5015","None",2018-07-01,0,0.5,2,0,25,"yes"
"84","5021","5015","None",2018-06-28,0.04,0.33,3,1,25,"yes"
"85","5019","5015","Ficus carica_1045",2018-06-29,0,0,4,0,22,"no"
"86","4978","5016","None",2018-06-30,0,0,1,0,11,"no"
"87","5017","5016","unknown_331",2018-06-28,0,1,3,0,11,"no"
"88","5022","5016","unknown_1091",2018-06-28,0,1,3,0,18,"yes"
"89","5018","5016","unknown_331",2018-06-28,0,0.8,5,0,23,"yes"
"90","5013","5016","Ficus religiosa_17",2018-06-29,0.05,0.5,6,2,37,"no"
"91","5021","5016","Ficus religiosa_19",2018-07-01,0,1,2,0,15,"yes"
"92","5015","5016","None",2018-07-01,0,0.5,2,0,18,"yes"
"93","5019","5016","Ficus religiosa_17",2018-06-29,0.09,0.5,4,2,22,"no"
"94","4978","5017","None",2018-06-30,0,0,1,0,11,"no"
"95","5022","5017","None",2018-06-29,0,1,1,0,14,"no"
"96","5018","5017","unknown_331",2018-06-28,0,0.33,3,0,23,"no"
"97","5013","5017","unknown_331",2018-06-28,0,0.5,2,0,32,"no"
"98","5016","5017","unknown_331",2018-06-28,0.03,0,3,1,34,"no"
"99","5015","5017","None",2018-06-29,0,1,1,0,20,"no"
"100","5019","5017","Mulberry_350",2018-06-28,0.05,0.25,4,1,20,"no"
"101","4978","5018","unknown_94",2018-06-28,0.05,0.5,2,1,19,"no"
"102","5017","5018","unknown_331",2018-06-28,0,0.67,3,0,11,"no"
"103","5022","5018","Ficus religiosa_19",2018-06-28,0,0.86,7,0,18,"no"
"104","5011","5018","None",2018-07-03,0,0,1,0,4,"no"
"105","5013","5018","unknown_331",2018-06-28,0.03,0.2,5,1,32,"yes"
"106","5016","5018","unknown_331",2018-06-28,0.03,0.2,5,1,34,"no"
"107","5021","5018","Ficus religiosa_19",2018-06-28,0,0.67,3,0,25,"no"
"108","5015","5018","Mulberry_768",2018-06-29,0.05,0.75,4,1,20,"yes"
"109","5019","5018","unknown_331",2018-06-30,0,0.67,6,0,13,"no"
"110","4978","5019","None",2018-06-30,0,0,1,0,11,"no"
"111","5017","5019","Mulberry_350",2018-06-28,0,0.75,4,0,11,"no"
"112","5022","5019","Ficus religiosa_19",2018-06-28,0,0.8,5,0,18,"yes"
"113","5018","5019","unknown_331",2018-06-30,0.2,0.33,6,3,15,"no"
"114","5013","5019","Ficus religiosa_17",2018-06-29,0.08,0.5,4,3,37,"no"
"115","5016","5019","Ficus religiosa_17",2018-06-29,0.03,0.5,4,1,29,"no"
"116","5021","5019","Ficus religiosa_19",2018-06-28,0,0.5,2,0,25,"no"
"117","5015","5019","Ficus carica_1045",2018-06-29,0,1,4,0,20,"no"
"118","5022","5021","Ficus religiosa_19",2018-06-28,0.06,0.33,3,1,18,"no"
"119","5018","5021","Ficus religiosa_19",2018-06-28,0,0.33,3,0,23,"no"
"120","5013","5021","Ficus religiosa_19",2018-06-30,0,0,1,0,27,"no"
"121","5016","5021","Ficus religiosa_19",2018-07-01,0,0,2,0,25,"yes"
"122","5015","5021","None",2018-06-28,0,0.67,3,0,20,"yes"
"123","5019","5021","Ficus religiosa_19",2018-06-28,0,0.5,2,0,20,"no"
"124","5017","5022","None",2018-06-29,0,0,1,0,2,"no"
"125","5011","5022","None",2018-07-02,0,0,1,0,8,"yes"
"126","5018","5022","Ficus religiosa_19",2018-06-28,0.09,0.14,7,2,23,"yes"
"127","5013","5022","Ficus religiosa_19",2018-06-30,0,0,4,0,27,"no"
"128","5016","5022","unknown_1091",2018-06-28,0.03,0,3,1,34,"yes"
"129","5021","5022","Ficus religiosa_19",2018-06-28,0.04,0.67,3,1,25,"no"
"130","5015","5022","None",2018-06-28,0,1,3,0,20,"no"
"131","5019","5022","Ficus religiosa_19",2018-06-28,0.1,0.2,5,2,20,"no"
"132","5462","5056","Melia azedarach_437",2018-11-25,0,0.67,3,0,30,"yes"
"133","5471","5056","None",2018-11-25,0,0.5,2,0,24,"yes"
"134","5473","5056","None",2018-11-23,0.02,0.6,5,1,42,"yes"
"135","5486","5056","None",2018-11-29,0.05,0.75,4,1,22,"yes"
"136","5483","5056","None",2018-11-25,0.03,0.75,4,1,38,"yes"
"137","5425","5056","Melia azedarach_437",2018-11-25,0,0.5,2,0,18,"yes"
"138","5589","5056","Melia azedarach_437",2018-11-25,0.25,0.33,9,3,12,"yes"
"139","5590","5058","None",2019-01-10,0.03,0.75,4,1,34,"yes"
"140","5679","5058","None",2019-02-08,0,0,1,0,20,"yes"
"141","5153","5150","None",2018-07-25,0,0,2,0,30,"no"
"142","5154","5150","None",2018-07-20,0,1,4,0,12,"no"
"143","5154","5153","Ficus carica_804",2018-07-19,0,0.86,7,0,12,"yes"
"144","5150","5153","None",2018-07-25,0,1,2,0,9,"yes"
"145","5153","5154","Ficus carica_804",2018-07-19,0.05,0.14,7,2,37,"yes"
"146","5150","5154","None",2018-07-20,0.23,0,4,3,13,"no"
"147","5150","5157","None",2018-07-24,0.09,0,2,1,11,"yes"
"148","5462","5425","Melia azedarach_437",2018-11-25,0,0.75,4,0,30,"yes"
"149","5473","5425","None",2018-11-25,0,1,7,0,37,"yes"
"150","5597","5425","None",2018-11-25,0.02,1,2,1,47,"yes"
"151","5486","5425","None",2018-12-09,0,0,1,0,12,"yes"
"152","5056","5425","Melia azedarach_437",2018-11-25,0,0.5,2,0,12,"yes"
"153","5480","5425","None",2018-11-25,0,1,1,0,17,"yes"
"154","5483","5425","None",2018-11-25,0.05,1,6,2,38,"yes"
"155","5476","5425","Ficus religiosa_19",2018-11-25,0,0.5,6,0,43,"yes"
"156","5589","5425","Melia azedarach_437",2018-11-25,0.08,0.33,3,1,12,"yes"
"157","5431","5429","None",2018-08-25,0,1,1,0,15,"no"
"158","5429","5431","None",2018-08-25,0,0,1,0,2,"no"
"159","5433","5431","None",2018-08-22,0,0.5,2,0,7,"no"
"160","5431","5433","None",2018-08-22,0,0.5,2,0,20,"no"
"161","5462","5458","None",2018-11-23,0,0.33,3,0,35,"no"
"162","5473","5458","Washingtonia_333",2018-11-23,0.07,0.4,5,3,42,"no"
"163","5597","5458","None",2018-11-23,0,1,3,0,53,"no"
"164","5486","5458","None",2018-12-07,0,0,1,0,19,"no"
"165","5056","5458","None",2018-11-25,0,0,2,0,12,"no"
"166","5477","5458","None",2018-11-24,0,1,1,0,26,"no"
"167","5483","5458","Melia azedarach_437",2018-11-23,0.08,0.33,6,3,39,"no"
"168","5425","5458","None",2018-11-25,0.06,0,3,1,18,"no"
"169","5476","5458","None",2018-12-04,0,0,1,0,7,"no"
"170","5589","5458","Melia azedarach_437",2018-11-23,0.07,0.33,3,1,14,"no"
"171","5458","5462","None",2018-11-23,0.07,0.67,3,1,15,"no"
"172","5473","5462","Ficus religiosa_19",2018-11-24,0,0.5,4,0,36,"no"
"173","5597","5462","Melia azedarach_640",2018-11-30,0,0.75,4,0,5,"yes"
"174","5486","5462","1",2018-11-27,0,0.5,2,0,26,"yes"
"175","5056","5462","Melia azedarach_437",2018-11-25,0.08,0.33,3,1,12,"no"
"176","5480","5462","None",2018-11-24,0,1,1,0,17,"no"
"177","5483","5462","None",2018-11-23,0.03,0.75,4,1,39,"no"
"178","5425","5462","Melia azedarach_437",2018-11-25,0,0.25,4,0,18,"no"
"179","5476","5462","None",2018-11-25,0.02,0.33,3,1,43,"yes"
"180","5589","5462","Melia azedarach_437",2018-11-23,0.14,0.2,5,2,14,"yes"
"181","5479","5471","Ficus carica_673",2018-11-22,0,1,1,0,3,"no"
"182","5486","5471","None",2018-11-29,0,0,1,0,22,"no"
"183","5056","5471","None",2018-11-25,0,0.5,2,0,12,"no"
"184","5476","5471","None",2018-11-25,0,0.25,4,0,43,"yes"
"185","5589","5471","Ficus carica_673",2018-11-24,0,0,1,0,10,"no"
"186","5458","5473","Washingtonia_333",2018-11-23,0,0.6,5,0,15,"yes"
"187","5462","5473","Ficus religiosa_19",2018-11-24,0.03,0.5,4,1,35,"yes"
"188","5597","5473","None",2018-11-23,0.02,0.75,4,1,53,"yes"
"189","5486","5473","None",2018-11-29,0,0,3,0,22,"yes"
"190","5056","5473","None",2018-11-23,0,0.4,5,0,16,"no"
"191","5480","5473","Ficus religiosa_19",2018-11-25,0,0,1,0,17,"yes"
"192","5483","5473","None",2018-11-23,0.1,0.36,11,4,39,"yes"
"193","5425","5473","None",2018-11-25,0.17,0,7,3,18,"yes"
"194","5476","5473","None",2018-11-24,0.04,0.17,6,2,45,"yes"
"195","5589","5473","Melia azedarach_437",2018-11-27,0,0.33,3,0,11,"yes"
"196","5462","5476","None",2018-11-25,0.03,0.67,3,1,30,"yes"
"197","5471","5476","None",2018-11-25,0,0.75,4,0,24,"yes"
"198","5473","5476","None",2018-11-24,0.03,0.83,6,1,36,"yes"
"199","5597","5476","None",2018-11-25,0.02,1,2,1,47,"yes"
"200","5486","5476","unknown_95",2018-12-05,0,0.33,3,0,21,"yes"
"201","5480","5476","None",2018-11-25,0,1,1,0,17,"no"
"202","5483","5476","None",2018-11-25,0.03,0.75,4,1,38,"yes"
"203","5425","5476","Ficus religiosa_19",2018-11-25,0,0.5,6,0,18,"yes"
"204","5589","5476","None",2018-12-12,0,0,1,0,6,"no"
"205","5458","5477","None",2018-11-24,0,0,1,0,9,"no"
"206","5597","5477","Ficus carica_414",2018-11-25,0.02,1,3,1,47,"yes"
"207","5486","5477","None",2018-11-29,0.09,0,4,2,22,"yes"
"208","5480","5477","None",2018-11-27,0.11,0,3,1,9,"yes"
"209","5483","5477","None",2018-11-24,0,1,1,0,44,"no"
"210","5458","5479","None",2018-11-23,0,0,2,0,15,"yes"
"211","5462","5479","None",2018-11-23,0,0,3,0,35,"yes"
"212","5471","5479","Ficus carica_673",2018-11-22,0,0,1,0,53,"yes"
"213","5473","5479","None",2018-11-24,0.03,0.33,3,1,36,"yes"
"214","5597","5479","None",2018-11-22,0,0.33,3,0,60,"yes"
"215","5486","5479","None",2018-11-22,0.03,0.2,5,1,29,"yes"
"216","5056","5479","None",2018-11-23,0.06,0.17,6,1,16,"yes"
"217","5477","5479","None",2018-11-23,0.03,0.12,8,1,29,"yes"
"218","5480","5479","None",2018-11-23,0.05,0.25,4,1,22,"yes"
"219","5483","5479","None",2018-11-23,0,0,2,0,39,"yes"
"220","5425","5479","None",2018-11-25,0,0,1,0,18,"yes"
"221","5476","5479","None",2018-11-25,0,0,2,0,43,"yes"
"222","5589","5479","None",2018-11-23,0.07,0,5,1,14,"yes"
"223","5462","5480","None",2018-11-24,0,0,1,0,35,"no"
"224","5473","5480","Ficus religiosa_19",2018-11-25,0,1,1,0,37,"no"
"225","5597","5480","None",2018-11-24,0,0.5,2,0,50,"yes"
"226","5486","5480","None",2018-11-23,0,0.5,4,0,27,"yes"
"227","5056","5480","None",2018-12-12,0,0,1,0,14,"yes"
"228","5477","5480","None",2018-11-27,0,1,3,0,19,"yes"
"229","5483","5480","None",2018-11-24,0.02,1,1,1,44,"no"
"230","5425","5480","None",2018-11-25,0,0,1,0,18,"no"
"231","5476","5480","None",2018-11-25,0,0,1,0,43,"no"
"232","5589","5480","None",2018-12-12,0,0,1,0,6,"no"
"233","5458","5483","Melia azedarach_437",2018-11-23,0.07,0.67,6,1,15,"yes"
"234","5462","5483","None",2018-11-23,0.06,0.25,4,2,35,"yes"
"235","5473","5483","None",2018-11-23,0.07,0.64,11,3,42,"yes"
"236","5597","5483","Persimmon_32",2018-11-23,0.02,0.5,6,1,53,"yes"
"237","5486","5483","None",2018-11-23,0,0.17,6,0,27,"yes"
"238","5056","5483","None",2018-11-25,0,0.25,4,0,12,"yes"
"239","5477","5483","None",2018-11-24,0,0,1,0,26,"no"
"240","5480","5483","None",2018-11-24,0,0,1,0,17,"no"
"241","5425","5483","None",2018-11-25,0.11,0,6,2,18,"yes"
"242","5476","5483","None",2018-11-25,0,0.25,4,0,43,"yes"
"243","5589","5483","Melia azedarach_437",2018-11-23,0,0.6,5,0,14,"yes"
"244","5479","5486","None",2018-11-22,0,0.8,5,0,3,"yes"
"245","5462","5486","1",2018-11-27,0,0.5,2,0,26,"yes"
"246","5471","5486","None",2018-11-29,0,1,1,0,5,"yes"
"247","5473","5486","None",2018-11-29,0,1,3,0,15,"yes"
"248","5056","5486","None",2018-11-29,0,0.25,4,0,17,"yes"
"249","5477","5486","None",2018-11-29,0,1,4,0,10,"yes"
"250","5480","5486","None",2018-11-23,0.09,0.5,4,2,22,"yes"
"251","5483","5486","None",2018-11-23,0.03,0.83,6,1,39,"yes"
"252","5476","5486","unknown_95",2018-12-05,0,0.67,3,0,7,"yes"
"253","5589","5486","None",2018-11-24,0,0.33,3,0,10,"yes"
"254","5458","5589","Melia azedarach_437",2018-11-23,0,0.67,3,0,15,"yes"
"255","5462","5589","Melia azedarach_437",2018-11-23,0,0.8,5,0,35,"yes"
"256","5471","5589","Ficus carica_673",2018-11-24,0,1,1,0,31,"no"
"257","5473","5589","Melia azedarach_437",2018-11-27,0,0.67,3,0,19,"yes"
"258","5486","5589","None",2018-11-24,0.03,0.67,3,1,30,"yes"
"259","5056","5589","Melia azedarach_437",2018-11-25,0,0.67,9,0,12,"yes"
"260","5483","5589","Melia azedarach_437",2018-11-23,0,0.4,5,0,39,"yes"
"261","5425","5589","Melia azedarach_437",2018-11-25,0,0.67,3,0,18,"yes"
"262","5058","5590","None",2019-01-10,0,0.25,4,0,10,"yes"
"263","5672","5594","unknown_2631",2019-02-08,0,0.4,5,0,2,"yes"
"264","5680","5594","unknown_2631",2019-02-08,0.25,0.33,3,1,4,"yes"
"265","5600","5594","None",2019-02-13,0,1,1,0,42,"no"
"266","5661","5594","unknown_2631",2019-02-08,0,0.5,2,0,5,"yes"
"267","5660","5594","unknown_2631",2019-02-08,0,0.33,3,0,2,"yes"
"268","5479","5597","None",2018-11-22,0,0.67,3,0,3,"yes"
"269","5458","5597","None",2018-11-23,0.07,0,3,1,15,"yes"
"270","5473","5597","None",2018-11-23,0.05,0.25,4,2,42,"yes"
"271","5486","5597","None",2018-12-07,0,0,2,0,19,"yes"
"272","5056","5597","None",2018-12-24,0,0,1,0,9,"no"
"273","5477","5597","Ficus carica_414",2018-11-25,0,0,3,0,23,"yes"
"274","5480","5597","None",2018-11-24,0.06,0.5,2,1,17,"yes"
"275","5483","5597","Persimmon_32",2018-11-23,0.03,0.5,6,1,39,"yes"
"276","5425","5597","None",2018-11-25,0,0,2,0,18,"yes"
"277","5476","5597","None",2018-11-25,0,0,2,0,43,"yes"
"278","5589","5597","None",2018-12-12,0,0,1,0,6,"yes"
"279","5732","5598","None",2019-03-12,0,0.5,2,0,21,"no"
"280","5764","5599","None",2019-09-25,0,1,3,0,11,"yes"
"281","5741","5599","None",2019-09-26,0,1,1,0,8,"no"
"282","5751","5599","None",2019-09-25,0.1,0.33,3,1,10,"no"
"283","5745","5599","None",2019-11-21,0,0,1,0,4,"no"
"284","6182","5599","Ficus microcarpa_36",2019-09-23,0,0.25,4,0,31,"no"
"285","5666","5599","None",2019-09-24,0,1,1,0,15,"no"
"286","5743","5599","None",2019-10-02,0,0,2,0,21,"no"
"287","5685","5599","None",2019-09-25,0.03,0.5,2,1,30,"no"
"288","5672","5600","Citrus_5",2019-02-09,0,1,1,0,2,"yes"
"289","5677","5600","None",2019-02-10,0,0,1,0,11,"yes"
"290","5679","5600","Citrus_5",2019-02-11,0,0,1,0,17,"yes"
"291","5680","5600","Citrus_5",2019-02-08,0,1,1,0,4,"yes"
"292","5594","5600","None",2019-02-13,0,0,1,0,5,"yes"
"293","5660","5600","Citrus_5",2019-02-08,0,1,1,0,2,"yes"
"294","5672","5660","unknown_2631",2019-02-08,0.5,0.75,4,1,2,"yes"
"295","5679","5660","Citrus_5",2019-02-09,0.05,0,2,1,22,"yes"
"296","5680","5660","Citrus_5",2019-02-08,0.25,0.67,3,1,4,"yes"
"297","5594","5660","unknown_2631",2019-02-08,0.2,0.67,3,1,5,"yes"
"298","5600","5660","Citrus_5",2019-02-08,0,0,1,0,46,"yes"
"299","5661","5660","unknown_2631",2019-02-08,0,1,2,0,5,"yes"
"300","5672","5661","unknown_2631",2019-02-08,0,0.5,2,0,2,"yes"
"301","5680","5661","unknown_2631",2019-02-08,0.25,0.33,3,1,4,"yes"
"302","5594","5661","unknown_2631",2019-02-08,0,0.5,2,0,5,"yes"
"303","5660","5661","unknown_2631",2019-02-08,0,0,2,0,2,"yes"
"304","5751","5662","None",2019-11-06,0,1,2,0,12,"yes"
"305","5745","5662","None",2019-11-06,0.04,1,4,1,25,"yes"
"306","6250","5662","None",2019-11-18,0,1,1,0,3,"yes"
"307","6238","5662","None",2019-11-17,0,1,1,0,16,"yes"
"308","5667","5662","unknown_3641",2019-11-08,0,0.25,4,0,9,"yes"
"309","5761","5662","None",2019-12-10,0,0,1,0,22,"yes"
"310","5778","5662","None",2019-11-23,0,0,2,0,28,"yes"
"311","6246","5662","None",2019-11-09,0,0,2,0,28,"yes"
"312","5744","5662","unknown_3641",2019-11-16,0,0.5,4,0,21,"yes"
"313","6029","5662","Washingtonia_359",2019-11-21,0,0.4,5,0,14,"yes"
"314","6240","5662","None",2019-12-04,0,0,2,0,19,"yes"
"315","5599","5666","None",2019-09-24,0,0,1,0,33,"no"
"316","5751","5667","None",2019-11-07,0,0.86,7,0,14,"yes"
"317","5745","5667","None",2019-11-06,0.04,0.38,8,1,25,"yes"
"318","6039","5667","None",2019-11-06,0.14,0.5,2,1,7,"yes"
"319","6026","5667","None",2019-11-06,0.03,0.71,7,1,30,"yes"
"320","5662","5667","unknown_3641",2019-11-08,0,0.75,4,0,8,"yes"
"321","6238","5667","Ficus carica_796",2019-11-18,0,1,2,0,13,"yes"
"322","5761","5667","None",2019-12-06,0,1,1,0,22,"yes"
"323","5778","5667","unknown_91",2019-11-20,0.03,0.5,4,1,30,"yes"
"324","6246","5667","None",2019-11-07,0,0.5,4,0,25,"yes"
"325","5744","5667","unknown_3641",2019-11-06,0,0.36,11,0,25,"yes"
"326","6027","5667","None",2019-11-08,0,0.5,2,0,8,"yes"
"327","6029","5667","Ficus carica_691",2019-11-15,0.08,0.6,10,1,13,"yes"
"328","5677","5672","unknown_2591",2019-02-08,0.2,0.29,7,3,15,"yes"
"329","5679","5672","Citrus_5",2019-02-09,0.09,0.25,4,2,22,"yes"
"330","5680","5672","Citrus_5",2019-02-08,0.25,0,3,1,4,"yes"
"331","5594","5672","unknown_2631",2019-02-08,0.4,0.6,5,2,5,"yes"
"332","5600","5672","Citrus_5",2019-02-09,0,0,1,0,40,"yes"
"333","5661","5672","unknown_2631",2019-02-08,0,0.5,2,0,5,"yes"
"334","5660","5672","unknown_2631",2019-02-08,0,0.25,4,0,2,"yes"
"335","5672","5677","unknown_2591",2019-02-08,0,0.71,7,0,2,"yes"
"336","5679","5677","unknown_2591",2019-02-10,0.05,0.2,5,1,21,"yes"
"337","5594","5677","unknown_2631",2019-02-16,0.14,0.6,5,1,7,"yes"
"338","5600","5677","None",2019-02-10,0.03,1,1,1,39,"yes"
"339","5661","5677","unknown_2631",2019-02-16,0,1,2,0,3,"yes"
"340","5660","5677","unknown_2631",2019-02-16,0.5,1,3,1,2,"yes"
"341","5058","5679","None",2019-02-08,0,1,1,0,8,"no"
"342","5672","5679","Citrus_5",2019-02-09,0,0.75,4,0,2,"yes"
"343","5677","5679","unknown_2591",2019-02-10,0,0.8,5,0,11,"yes"
"344","5680","5679","Citrus_5",2019-02-09,0,1,2,0,4,"yes"
"345","5594","5679","unknown_2631",2019-02-17,0.12,0.33,3,1,8,"yes"
"346","5600","5679","Citrus_5",2019-02-11,0,1,1,0,38,"no"
"347","5661","5679","unknown_2631",2019-02-17,0,1,1,0,4,"yes"
"348","5660","5679","Citrus_5",2019-02-09,0,1,2,0,2,"yes"
"349","5672","5680","Citrus_5",2019-02-08,0,1,3,0,2,"yes"
"350","5679","5680","Citrus_5",2019-02-09,0.05,0,2,1,22,"yes"
"351","5594","5680","unknown_2631",2019-02-08,0.2,0.67,3,1,5,"yes"
"352","5600","5680","Citrus_5",2019-02-08,0,0,1,0,46,"yes"
"353","5661","5680","unknown_2631",2019-02-08,0,0.67,3,0,5,"yes"
"354","5660","5680","Citrus_5",2019-02-08,0,0.33,3,0,2,"yes"
"355","5749","5684","None",2019-11-07,0,0,1,0,2,"no"
"356","6245","5684","unknown_1438",2019-11-08,0,0,1,0,3,"no"
"357","5771","5684","None",2019-11-08,0,0,1,0,6,"no"
"358","6258","5684","None",2019-11-10,0.08,1,2,1,12,"no"
"359","6181","5684","Melia azedarach_702",2019-11-07,0.04,0.5,6,1,28,"no"
"360","5781","5684","Citrus_5",2019-11-07,0.06,0.2,5,1,16,"no"
"361","6263","5684","Citrus_12",2019-11-10,0,1,3,0,10,"no"
"362","6266","5684","Citrus_5",2019-11-07,0,0,1,0,5,"no"
"363","6250","5684","unknown_1431",2019-11-07,0.05,0.5,2,1,22,"no"
"364","5735","5684","Citrus_12",2019-11-10,0,0.5,2,0,8,"no"
"365","6238","5684","None",2019-11-15,0,0,1,0,17,"no"
"366","6267","5684","None",2019-11-08,0,0,1,0,28,"no"
"367","5761","5684","None",2019-11-10,0.17,0,2,1,6,"no"
"368","6251","5684","None",2019-11-10,0.05,0,3,1,22,"no"
"369","6271","5684","None",2019-11-17,0,0,1,0,9,"no"
"370","6274","5684","Citrus_12",2019-11-10,0,1,1,0,29,"no"
"371","5764","5685","None",2019-09-24,0,0.8,10,0,10,"yes"
"372","5751","5685","None",2019-09-24,0.15,0.83,6,2,13,"yes"
